word_id,lemma,display_form,meaning_zh,ngsl_rank,has_example,relation_count,capabilities
en_could,could,could,能；可以（过去/委婉）,66,False,0,recognition|meaning|recall
en_work,work,work,工作；起作用；作品,67,True,0,recognition|meaning|recall|context
en_use,use,use,使用；用途,68,True,0,recognition|meaning|recall|context
en_than,than,than,比,69,False,0,recognition|meaning|recall
en_now,now,now,现在,70,False,0,recognition|meaning|recall
en_then,then,then,然后；那时,71,False,0,recognition|meaning|recall
en_also,also,also,也；而且,72,False,0,recognition|meaning|recall
en_into,into,into,进入；变成,73,False,0,recognition|meaning|recall
en_only,only,only,只；唯一的,74,False,0,recognition|meaning|recall
en_look,look,look,看；看起来,75,True,0,recognition|meaning|recall|context
en_want,want,want,想要；需要,76,True,0,recognition|meaning|recall|context
en_give,give,give,给；给予,77,True,0,recognition|meaning|recall|context
en_first,first,first,第一；首先,78,False,1,recognition|meaning|recall|relation
en_new,new,new,新的,79,False,0,recognition|meaning|recall
en_way,way,way,方式；道路；方向,80,False,0,recognition|meaning|recall
en_find,find,find,找到；发现；认为,81,True,0,recognition|meaning|recall|context
en_over,over,over,在……上方；结束；超过,82,False,0,recognition|meaning|recall
en_any,any,any,任何；一些（疑问/否定）,83,False,0,recognition|meaning|recall
en_after,after,after,在……之后；后来,84,False,1,recognition|meaning|recall|relation
en_day,day,day,天；白天,85,True,1,recognition|meaning|recall|context|relation
en_where,where,where,哪里；在……的地方,86,False,0,recognition|meaning|recall
en_thing,thing,thing,东西；事情,87,False,0,recognition|meaning|recall
en_most,most,most,大多数；最；最多,88,False,0,recognition|meaning|recall
en_should,should,should,应该,89,False,0,recognition|meaning|recall
en_need,need,need,需要；需求,90,True,0,recognition|meaning|recall|context
en_much,much,much,许多；非常,91,False,0,recognition|meaning|recall
en_right,right,right,正确的；右边；权利,92,True,0,recognition|meaning|recall|context
en_how,how,how,怎样；多么,93,False,0,recognition|meaning|recall
en_back,back,back,后面；回来；背部,94,False,0,recognition|meaning|recall
en_mean,mean,mean,意思是；意味着；平均的,95,True,0,recognition|meaning|recall|context
en_even,even,even,甚至；平的；偶数的,96,False,0,recognition|meaning|recall
en_may,may,may,可能；可以,97,False,0,recognition|meaning|recall
en_here,here,here,这里,98,False,0,recognition|meaning|recall
en_many,many,many,许多,99,False,0,recognition|meaning|recall
en_such,such,such,这样的；如此,100,False,0,recognition|meaning|recall
en_last,last,last,最后的；持续；上一个,101,False,1,recognition|meaning|recall|relation
en_child,child,child,孩子；儿童,102,True,1,recognition|meaning|recall|context|relation
en_tell,tell,tell,告诉；讲述；辨别,103,True,0,recognition|meaning|recall|context
en_really,really,really,真正地；非常,104,False,0,recognition|meaning|recall
en_call,call,call,打电话；称呼；叫,105,True,0,recognition|meaning|recall|context
en_before,before,before,在……之前；以前,106,False,1,recognition|meaning|recall|relation
en_company,company,company,公司；陪伴,107,False,0,recognition|meaning|recall
en_through,through,through,穿过；通过；从头到尾,108,False,0,recognition|meaning|recall
en_down,down,down,向下；下降,109,False,0,recognition|meaning|recall
en_show,show,show,展示；表明；节目,110,True,0,recognition|meaning|recall|context
en_life,life,life,生活；生命；一生,111,True,0,recognition|meaning|recall|context
en_man,man,man,男人；人类,112,False,1,recognition|meaning|recall|relation
en_change,change,change,改变；变化；零钱,113,True,0,recognition|meaning|recall|context
en_place,place,place,地方；放置；位置,114,True,0,recognition|meaning|recall|context
en_long,long,long,长的；长时间,115,False,1,recognition|meaning|recall|relation
en_between,between,between,在……之间（两者）,116,False,0,recognition|meaning|recall
en_feel,feel,feel,感觉；觉得；触摸,117,True,0,recognition|meaning|recall|context
en_too,too,too,也；太,118,False,0,recognition|meaning|recall
en_still,still,still,仍然；静止的,119,False,0,recognition|meaning|recall
en_problem,problem,problem,问题；难题,120,True,0,recognition|meaning|recall|context
en_write,write,write,写；写作,121,True,1,recognition|meaning|recall|context|relation
en_same,same,same,相同的；同样,122,False,1,recognition|meaning|recall|relation
en_lot,lot,lot,许多；一批,123,False,0,recognition|meaning|recall
en_great,great,great,伟大的；很好的；大的,124,False,0,recognition|meaning|recall
en_try,try,try,尝试；努力,125,True,0,recognition|meaning|recall|context
en_leave,leave,leave,离开；留下；请假,126,True,0,recognition|meaning|recall|context
en_number,number,number,数字；号码；数量,127,True,0,recognition|meaning|recall|context
en_both,both,both,两者都,128,False,0,recognition|meaning|recall
en_own,own,own,自己的；拥有,129,False,0,recognition|meaning|recall
en_part,part,part,部分；角色；零件,130,False,0,recognition|meaning|recall
en_point,point,point,点；要点；指向,131,False,0,recognition|meaning|recall
en_little,little,little,小的；少量,132,False,0,recognition|meaning|recall
en_help,help,help,帮助；帮忙,133,True,0,recognition|meaning|recall|context
en_ask,ask,ask,问；请求,134,True,0,recognition|meaning|recall|context
en_meet,meet,meet,遇见；会面；满足,135,True,0,recognition|meaning|recall|context
en_start,start,start,开始；出发,136,True,1,recognition|meaning|recall|context|relation
en_talk,talk,talk,谈话；讲话,137,True,0,recognition|meaning|recall|context
en_something,something,something,某事；某物,138,False,0,recognition|meaning|recall
en_put,put,put,放；安置,139,True,0,recognition|meaning|recall|context
en_another,another,another,另一个；又一个,140,False,0,recognition|meaning|recall
en_become,become,become,变成；成为,141,False,0,recognition|meaning|recall
en_interest,interest,interest,兴趣；利息；使感兴趣,142,True,0,recognition|meaning|recall|context
en_country,country,country,国家；乡村,143,True,0,recognition|meaning|recall|context
en_old,old,old,老的；旧的；……岁的,144,False,1,recognition|meaning|recall|relation
en_each,each,each,每个；各自,145,False,0,recognition|meaning|recall
en_school,school,school,学校；上学,146,True,0,recognition|meaning|recall|context
en_late,late,late,迟的；晚的；已故的,147,False,1,recognition|meaning|recall|relation
en_high,high,high,高的；高度地,148,False,1,recognition|meaning|recall|relation
en_different,different,different,不同的,149,False,2,recognition|meaning|recall|relation
en_off,off,off,离开；关闭；不工作,150,False,0,recognition|meaning|recall
en_next,next,next,下一个；接下来,151,False,0,recognition|meaning|recall
en_end,end,end,结束；末端,152,False,1,recognition|meaning|recall|relation
en_live,live,live,生活；居住；现场直播的,153,False,0,recognition|meaning|recall
en_why,why,why,为什么；原因,154,False,0,recognition|meaning|recall
en_while,while,while,当……时；一会儿；然而,155,False,0,recognition|meaning|recall
en_world,world,world,世界；领域,156,True,0,recognition|meaning|recall|context
en_week,week,week,星期；周,157,True,0,recognition|meaning|recall|context
en_play,play,play,玩；播放；演奏；比赛,158,True,0,recognition|meaning|recall|context
en_might,might,might,可能；也许（may过去式）,159,False,0,recognition|meaning|recall
en_must,must,must,必须；一定,160,False,0,recognition|meaning|recall
en_home,home,home,家；回家,161,True,0,recognition|meaning|recall|context
en_never,never,never,从不；绝不,162,False,1,recognition|meaning|recall|relation
en_include,include,include,包括；包含,163,False,0,recognition|meaning|recall
en_course,course,course,课程；过程；路线,164,False,0,recognition|meaning|recall
en_house,house,house,房子；住宅,165,True,0,recognition|meaning|recall|context
en_report,report,report,报告；报道,166,False,0,recognition|meaning|recall
en_group,group,group,组；群；团体,167,False,0,recognition|meaning|recall
en_case,case,case,情况；案例；箱子,168,False,0,recognition|meaning|recall
en_woman,woman,woman,女人；女性,169,False,1,recognition|meaning|recall|relation
en_around,around,around,周围；大约；到处,170,False,0,recognition|meaning|recall
en_book,book,book,书；预订,171,True,0,recognition|meaning|recall|context
en_family,family,family,家庭；家人,172,True,0,recognition|meaning|recall|context
en_seem,seem,seem,似乎；好像,173,False,0,recognition|meaning|recall
en_let,let,let,让；允许,174,False,0,recognition|meaning|recall
en_again,again,again,再次；又,175,False,0,recognition|meaning|recall
en_kind,kind,kind,种类；善良的,176,False,0,recognition|meaning|recall
en_keep,keep,keep,保持；保留；继续,177,False,0,recognition|meaning|recall
en_hear,hear,hear,听见；听说,178,True,1,recognition|meaning|recall|context|relation
en_system,system,system,系统；制度,179,False,0,recognition|meaning|recall
en_every,every,every,每一个；每隔,180,False,0,recognition|meaning|recall
en_question,question,question,问题；询问,181,True,1,recognition|meaning|recall|context|relation
en_during,during,during,在……期间,182,False,0,recognition|meaning|recall
en_always,always,always,总是；一直,183,False,1,recognition|meaning|recall|relation
en_big,big,big,大的；重要的,184,False,1,recognition|meaning|recall|relation
en_set,set,set,放置；设定；一套,185,False,0,recognition|meaning|recall
en_small,small,small,小的；少的,186,False,1,recognition|meaning|recall|relation
en_study,study,study,学习；研究；书房,187,True,0,recognition|meaning|recall|context
en_follow,follow,follow,跟随；遵循；理解,188,True,0,recognition|meaning|recall|context
en_begin,begin,begin,开始,189,False,0,recognition|meaning|recall
en_important,important,important,重要的,190,False,0,recognition|meaning|recall
en_since,since,since,自从；因为；以来,191,False,0,recognition|meaning|recall
en_run,run,run,跑；运行；经营,192,True,0,recognition|meaning|recall|context
en_under,under,under,在……下面；低于,193,False,1,recognition|meaning|recall|relation
en_turn,turn,turn,转；转变；轮次,194,False,0,recognition|meaning|recall
en_few,few,few,很少；几个,195,False,0,recognition|meaning|recall
en_bring,bring,bring,带来；拿来,196,True,0,recognition|meaning|recall|context
en_early,early,early,早的；早地,197,False,1,recognition|meaning|recall|relation
en_hand,hand,hand,手；帮助；指针,198,True,0,recognition|meaning|recall|context
en_state,state,state,状态；州；陈述,199,False,0,recognition|meaning|recall
en_move,move,move,移动；搬家；行动,200,True,0,recognition|meaning|recall|context
en_money,money,money,钱；货币,201,False,0,recognition|meaning|recall
en_fact,fact,fact,事实,202,False,0,recognition|meaning|recall
en_however,however,however,然而；无论怎样,203,False,0,recognition|meaning|recall
en_area,area,area,地区；面积；领域,204,False,0,recognition|meaning|recall
en_provide,provide,provide,提供；供给,205,False,0,recognition|meaning|recall
en_name,name,name,名字；命名,206,False,0,recognition|meaning|recall
en_read,read,read,读；阅读,207,True,1,recognition|meaning|recall|context|relation
en_friend,friend,friend,朋友,208,True,0,recognition|meaning|recall|context
en_month,month,month,月；月份,209,False,0,recognition|meaning|recall
en_large,large,large,大的；大量的,210,False,0,recognition|meaning|recall
en_business,business,business,商业；生意；事务,211,False,0,recognition|meaning|recall
en_without,without,without,没有；不带,212,False,0,recognition|meaning|recall
en_information,information,information,信息；资料,213,True,0,recognition|meaning|recall|context
en_open,open,open,打开；开放的,214,True,1,recognition|meaning|recall|context|relation
en_order,order,order,顺序；命令；订购,215,False,0,recognition|meaning|recall
en_government,government,government,政府,216,False,0,recognition|meaning|recall
en_word,word,word,单词；话；消息,217,True,0,recognition|meaning|recall|context
en_issue,issue,issue,问题；议题；发行,218,False,0,recognition|meaning|recall
en_market,market,market,市场；销售,219,False,0,recognition|meaning|recall
en_pay,pay,pay,支付；工资；付出,220,False,0,recognition|meaning|recall
en_build,build,build,建造；建立；体格,221,True,0,recognition|meaning|recall|context
en_hold,hold,hold,拿着；举行；保持,222,False,0,recognition|meaning|recall
en_service,service,service,服务；公共事业,223,False,0,recognition|meaning|recall
en_against,against,against,反对；靠着；与……相比,224,False,0,recognition|meaning|recall
en_believe,believe,believe,相信；认为,225,True,0,recognition|meaning|recall|context
en_second,second,second,第二；秒；另外的,226,False,0,recognition|meaning|recall
en_though,though,though,虽然；不过,227,False,0,recognition|meaning|recall
en_yes,yes,yes,是；对,228,False,1,recognition|meaning|recall|relation
en_love,love,love,爱；喜欢,229,True,0,recognition|meaning|recall|context
en_increase,increase,increase,增加；增长,230,False,0,recognition|meaning|recall
en_job,job,job,工作；任务,231,False,0,recognition|meaning|recall
en_plan,plan,plan,计划；打算,232,True,0,recognition|meaning|recall|context
en_result,result,result,结果；导致,233,False,0,recognition|meaning|recall
en_away,away,away,离开；远离,234,False,0,recognition|meaning|recall
en_example,example,example,例子；榜样,235,False,0,recognition|meaning|recall
en_happen,happen,happen,发生；碰巧,236,True,0,recognition|meaning|recall|context
en_offer,offer,offer,提供；提议,237,False,0,recognition|meaning|recall
en_young,young,young,年轻的；幼小的,238,False,1,recognition|meaning|recall|relation
en_close,close,close,关闭；接近的；亲密的,239,False,1,recognition|meaning|recall|relation
en_program,program,program,程序；节目；计划,240,False,0,recognition|meaning|recall
en_lead,lead,lead,带领；导致；铅,241,False,0,recognition|meaning|recall
en_buy,buy,buy,买；购买,242,True,1,recognition|meaning|recall|context|relation
en_understand,understand,understand,理解；明白,243,True,0,recognition|meaning|recall|context
en_thank,thank,thank,感谢；谢谢,244,False,0,recognition|meaning|recall
en_far,far,far,远的；远地；很,245,False,1,recognition|meaning|recall|relation
en_today,today,today,今天；当今,246,False,0,recognition|meaning|recall
en_hour,hour,hour,小时；钟点,247,False,0,recognition|meaning|recall
en_student,student,student,学生,248,True,1,recognition|meaning|recall|context|relation
en_face,face,face,脸；面对；表面,249,False,0,recognition|meaning|recall
en_hope,hope,hope,希望,250,True,0,recognition|meaning|recall|context
en_idea,idea,idea,想法；主意,251,False,0,recognition|meaning|recall
en_cost,cost,cost,成本；费用；花费,252,False,0,recognition|meaning|recall
en_less,less,less,更少；较少的,253,False,1,recognition|meaning|recall|relation
en_room,room,room,房间；空间；余地,254,False,0,recognition|meaning|recall
en_until,until,until,直到……为止,255,False,0,recognition|meaning|recall
en_reason,reason,reason,原因；理由；推理,256,False,0,recognition|meaning|recall
en_form,form,form,形式；表格；形成,257,False,0,recognition|meaning|recall
en_spend,spend,spend,花费；度过,258,False,0,recognition|meaning|recall
en_head,head,head,头；负责人；前往,259,False,0,recognition|meaning|recall
en_car,car,car,汽车,260,False,0,recognition|meaning|recall
en_learn,learn,learn,学习；得知,261,True,0,recognition|meaning|recall|context
en_level,level,level,水平；等级；平的,262,False,0,recognition|meaning|recall
en_person,person,person,人；个人,263,False,0,recognition|meaning|recall
en_experience,experience,experience,经验；经历；体验,264,True,0,recognition|meaning|recall|context
en_once,once,once,一次；曾经；一旦,265,False,0,recognition|meaning|recall
en_member,member,member,成员；会员,266,False,0,recognition|meaning|recall
en_enough,enough,enough,足够；足够的,267,False,0,recognition|meaning|recall
en_bad,bad,bad,坏的；严重的,268,False,1,recognition|meaning|recall|relation
en_city,city,city,城市,269,True,1,recognition|meaning|recall|context|relation
en_night,night,night,夜晚；晚上,270,True,1,recognition|meaning|recall|context|relation
en_able,able,able,能够的；有能力的,271,False,0,recognition|meaning|recall
en_support,support,support,支持；支撑,272,True,0,recognition|meaning|recall|context
en_whether,whether,whether,是否；无论,273,False,0,recognition|meaning|recall
en_line,line,line,线；行；线路；排队,274,False,0,recognition|meaning|recall
en_present,present,present,现在的；出席的；礼物；呈现,275,False,0,recognition|meaning|recall
en_side,side,side,边；侧面；一方,276,False,0,recognition|meaning|recall
en_quite,quite,quite,相当；很；完全,277,False,0,recognition|meaning|recall
en_although,although,although,虽然；尽管,278,False,0,recognition|meaning|recall
en_sure,sure,sure,确定的；当然,279,False,0,recognition|meaning|recall
en_term,term,term,术语；学期；期限,280,False,0,recognition|meaning|recall
en_least,least,least,最少；最小的,281,False,0,recognition|meaning|recall
en_age,age,age,年龄；时代,282,False,0,recognition|meaning|recall
en_low,low,low,低的；低地,283,False,1,recognition|meaning|recall|relation
en_speak,speak,speak,说话；讲（某种语言）,284,False,1,recognition|meaning|recall|relation
en_within,within,within,在……之内；在内部,285,False,0,recognition|meaning|recall
en_process,process,process,过程；处理,286,False,0,recognition|meaning|recall
en_public,public,public,公共的；公众,287,False,0,recognition|meaning|recall
en_often,often,often,经常,288,False,0,recognition|meaning|recall
en_train,train,train,火车；训练,289,True,0,recognition|meaning|recall|context
en_possible,possible,possible,可能的；可行的,290,False,0,recognition|meaning|recall
en_actually,actually,actually,实际上；事实上,291,False,0,recognition|meaning|recall
en_rather,rather,rather,相当；宁愿；而不是,292,False,0,recognition|meaning|recall
en_view,view,view,观点；景色；查看,293,True,0,recognition|meaning|recall|context
en_together,together,together,一起；共同,294,False,0,recognition|meaning|recall
en_consider,consider,consider,考虑；认为,295,False,0,recognition|meaning|recall
en_price,price,price,价格；代价,296,False,0,recognition|meaning|recall
en_parent,parent,parent,父母之一；家长,297,True,1,recognition|meaning|recall|context|relation
en_hard,hard,hard,困难的；硬的；努力地,298,False,0,recognition|meaning|recall
en_party,party,party,聚会；政党；一方,299,False,0,recognition|meaning|recall
en_local,local,local,当地的；本地人,300,False,0,recognition|meaning|recall
en_control,control,control,控制；管理,301,False,0,recognition|meaning|recall
en_already,already,already,已经,302,False,0,recognition|meaning|recall
en_concern,concern,concern,担心；关心；涉及,303,False,0,recognition|meaning|recall
en_product,product,product,产品；产物,304,True,1,recognition|meaning|recall|context|relation
en_lose,lose,lose,失去；输掉；迷路,305,False,1,recognition|meaning|recall|relation
en_story,story,story,故事；楼层,306,True,0,recognition|meaning|recall|context
en_almost,almost,almost,几乎；差不多,307,False,0,recognition|meaning|recall
en_continue,continue,continue,继续；延续,308,False,0,recognition|meaning|recall
en_stand,stand,stand,站立；忍受；立场,309,False,0,recognition|meaning|recall
en_whole,whole,whole,整个的；全部,310,False,0,recognition|meaning|recall
en_yet,yet,yet,还；尚未；然而,311,False,0,recognition|meaning|recall
en_rate,rate,rate,比率；速度；评价,312,False,0,recognition|meaning|recall
en_care,care,care,关心；照顾；小心,313,True,0,recognition|meaning|recall|context
en_expect,expect,expect,期待；预料,314,False,0,recognition|meaning|recall
en_effect,effect,effect,效果；影响,315,False,0,recognition|meaning|recall
en_sort,sort,sort,种类；分类,316,False,0,recognition|meaning|recall
en_ever,ever,ever,曾经；在任何时候,317,False,0,recognition|meaning|recall
en_anything,anything,anything,任何事；任何东西,318,False,0,recognition|meaning|recall
en_cause,cause,cause,原因；导致,319,False,0,recognition|meaning|recall
en_fall,fall,fall,落下；秋天；下降,320,False,1,recognition|meaning|recall|relation
en_deal,deal,deal,处理；交易；大量,321,False,0,recognition|meaning|recall
en_water,water,water,水；浇水,322,True,0,recognition|meaning|recall|context
en_send,send,send,发送；寄；派遣,323,True,1,recognition|meaning|recall|context|relation
en_allow,allow,allow,允许；使可能,324,False,0,recognition|meaning|recall
en_soon,soon,soon,很快；不久,325,False,0,recognition|meaning|recall
en_watch,watch,watch,观看；手表；留意,326,True,0,recognition|meaning|recall|context
en_base,base,base,基础；基地；以……为基础,327,False,0,recognition|meaning|recall
en_probably,probably,probably,可能；大概,328,False,0,recognition|meaning|recall
en_suggest,suggest,suggest,建议；表明,329,False,0,recognition|meaning|recall
en_past,past,past,过去；经过；过去的,330,False,1,recognition|meaning|recall|relation
en_power,power,power,力量；权力；电力,331,False,0,recognition|meaning|recall
en_test,test,test,测试；考试；检验,332,False,0,recognition|meaning|recall
en_visit,visit,visit,参观；拜访,333,True,0,recognition|meaning|recall|context
en_center,center,center,中心；居中,334,False,0,recognition|meaning|recall
en_grow,grow,grow,生长；增长；变得,335,True,0,recognition|meaning|recall|context
en_nothing,nothing,nothing,没有什么；零,336,False,0,recognition|meaning|recall
en_return,return,return,返回；归还；回报,337,True,0,recognition|meaning|recall|context
en_mother,mother,mother,母亲,338,False,1,recognition|meaning|recall|relation
en_walk,walk,walk,走路；散步,339,True,0,recognition|meaning|recall|context
en_matter,matter,matter,事情；问题；要紧,340,False,0,recognition|meaning|recall
en_mind,mind,mind,思想；介意；注意,341,False,0,recognition|meaning|recall
en_value,value,value,价值；重视；数值,342,True,0,recognition|meaning|recall|context
en_office,office,office,办公室；职务,343,False,0,recognition|meaning|recall
en_record,record,record,记录；唱片；录制,344,False,0,recognition|meaning|recall
en_stay,stay,stay,停留；保持；住宿,345,False,0,recognition|meaning|recall
en_force,force,force,力量；强迫,346,False,0,recognition|meaning|recall
en_stop,stop,stop,停止；车站,347,False,0,recognition|meaning|recall
en_several,several,several,几个；若干,348,False,0,recognition|meaning|recall
en_light,light,light,光；灯；轻的；点燃,349,False,0,recognition|meaning|recall
en_develop,develop,develop,发展；开发；形成,350,False,1,recognition|meaning|recall|relation
en_remember,remember,remember,记得；想起,351,True,0,recognition|meaning|recall|context
en_bit,bit,bit,一点；小块；比特,352,False,0,recognition|meaning|recall
en_share,share,share,分享；份额,353,False,0,recognition|meaning|recall
en_real,real,real,真实的；真正的,354,False,0,recognition|meaning|recall
en_answer,answer,answer,回答；答案,355,True,1,recognition|meaning|recall|context|relation
en_sit,sit,sit,坐；位于,356,False,0,recognition|meaning|recall
en_figure,figure,figure,数字；人物；图形；认为,357,False,0,recognition|meaning|recall
en_letter,letter,letter,字母；信,358,False,0,recognition|meaning|recall
en_decide,decide,decide,决定,359,True,1,recognition|meaning|recall|context|relation
en_language,language,language,语言,360,True,0,recognition|meaning|recall|context
en_subject,subject,subject,主题；科目；对象,361,False,0,recognition|meaning|recall
en_class,class,class,班级；课程；类别,362,False,0,recognition|meaning|recall
en_development,development,development,发展；开发；进展,363,False,1,recognition|meaning|recall|relation
en_town,town,town,城镇,364,False,1,recognition|meaning|recall|relation
en_half,half,half,一半；半个,365,False,0,recognition|meaning|recall
en_minute,minute,minute,分钟；极小的,366,False,0,recognition|meaning|recall
en_food,food,food,食物,367,True,0,recognition|meaning|recall|context
en_break,break,break,打破；休息；中断,368,False,0,recognition|meaning|recall
en_clear,clear,clear,清楚的；清理；晴朗的,369,False,0,recognition|meaning|recall
en_future,future,future,未来；将来的,370,True,1,recognition|meaning|recall|context|relation
en_either,either,either,两者之一；也（否定句）,371,False,0,recognition|meaning|recall
en_ago,ago,ago,以前,372,False,0,recognition|meaning|recall
en_per,per,per,每；每一,373,False,0,recognition|meaning|recall
en_remain,remain,remain,保持；剩下；仍然是,374,False,0,recognition|meaning|recall
en_top,top,top,顶部；最高的,375,False,0,recognition|meaning|recall
en_among,among,among,在……之中,376,False,0,recognition|meaning|recall
en_win,win,win,赢；获胜,377,False,1,recognition|meaning|recall|relation
en_color,color,color,颜色；着色,378,True,0,recognition|meaning|recall|context
en_involve,involve,involve,涉及；使参与,379,False,0,recognition|meaning|recall
en_reach,reach,reach,到达；伸手够到；范围,380,False,0,recognition|meaning|recall
en_social,social,social,社会的；社交的,381,False,0,recognition|meaning|recall
en_period,period,period,时期；周期；句号,382,False,0,recognition|meaning|recall
en_across,across,across,横过；在对面,383,False,0,recognition|meaning|recall
en_note,note,note,笔记；注意；指出,384,False,0,recognition|meaning|recall
en_history,history,history,历史；经历,385,True,0,recognition|meaning|recall|context
en_create,create,create,创造；创建,386,True,0,recognition|meaning|recall|context
en_drive,drive,drive,驾驶；驱动；开车旅行,387,True,0,recognition|meaning|recall|context
en_along,along,along,沿着；一起；向前,388,False,0,recognition|meaning|recall
en_type,type,type,类型；打字,389,False,0,recognition|meaning|recall
en_sound,sound,sound,声音；听起来；健全的,390,True,0,recognition|meaning|recall|context
en_eye,eye,eye,眼睛；注视,391,False,0,recognition|meaning|recall
en_music,music,music,音乐,392,True,0,recognition|meaning|recall|context
en_game,game,game,游戏；比赛,393,True,0,recognition|meaning|recall|context
en_political,political,political,政治的,394,False,0,recognition|meaning|recall
en_free,free,free,免费的；自由的；空闲的,395,False,0,recognition|meaning|recall
en_receive,receive,receive,收到；接待,396,True,1,recognition|meaning|recall|context|relation
en_moment,moment,moment,片刻；时刻,397,False,0,recognition|meaning|recall
en_sale,sale,sale,出售；销售,398,False,0,recognition|meaning|recall
en_policy,policy,policy,政策；方针,399,False,0,recognition|meaning|recall
en_further,further,further,更远；进一步的,400,False,0,recognition|meaning|recall
en_body,body,body,身体；主体；团体,401,False,0,recognition|meaning|recall
en_require,require,require,需要；要求,402,False,0,recognition|meaning|recall
en_wait,wait,wait,等待,403,True,0,recognition|meaning|recall|context
en_general,general,general,一般的；总体的；将军,404,False,0,recognition|meaning|recall
